ink_iron_ratio,parchment_density,carbon_14_ratio,scribal_pressure_var,pigment_layer_count,uv_fluorescence_idx,linguistic_anachronism_score,vellum_thickness_mm,is_authentic
0.517,0.455,0.9092,40.8,4,0.149,5.84,0.121,0
0.53,0.851,0.902,51.6,2,0.406,6.86,0.199,0
0.21,0.978,1.0393,18.5,6,0.51,4.1,0.37,1
0.602,1.142,0.9956,44.0,1,0.032,8.88,0.194,0
0.063,0.405,0.8754,62.2,2,0.611,5.53,0.327,0
0.885,1.134,1.0375,49.9,4,0.75,3.26,0.242,0
0.288,0.841,0.9665,23.3,6,0.956,0.09,0.11,0
0.086,0.99,0.9167,39.0,3,0.203,5.86,0.338,0
0.147,0.348,0.9294,45.4,1,0.209,5.25,0.423,0
0.266,0.756,0.9951,63.5,4,0.305,8.12,0.269,0
0.297,0.86,0.9253,82.1,2,0.891,1.87,0.488,0
0.08,0.576,0.9657,54.0,3,0.407,8.15,0.173,0
0.301,0.688,0.9921,64.1,7,0.302,0.15,0.146,0
0.224,0.799,0.8891,16.2,7,0.741,5.87,0.567,0
0.391,0.797,1.0388,86.4,2,0.038,3.97,0.561,0
0.397,0.338,0.9212,35.2,5,0.549,3.32,0.303,0
0.355,0.696,0.9339,38.3,4,0.45,4.33,0.31,0
0.345,0.492,0.9897,27.8,7,0.625,2.24,0.526,1
0.131,1.125,0.9718,16.8,7,0.731,1.83,0.365,0
0.073,1.179,0.938,73.2,3,0.325,8.05,0.159,0
0.232,0.57,0.9799,29.2,1,0.636,2.28,0.157,0
0.731,0.458,1.0306,32.6,1,0.524,7.37,0.166,0
0.942,0.498,1.0101,24.5,1,0.134,7.11,0.49,1
0.886,0.73,1.0149,88.0,6,0.882,0.33,0.401,0
0.504,1.087,0.9017,72.5,6,0.755,8.81,0.25,0
0.529,0.75,0.9339,84.4,6,0.922,7.89,0.181,0
0.333,0.35,0.9608,78.9,1,0.72,7.96,0.162,0
0.747,0.336,0.8588,82.5,1,0.245,8.09,0.471,0
0.738,0.505,1.004,48.3,2,0.431,5.83,0.543,1
0.81,1.058,0.9147,23.6,5,0.387,9.93,0.366,0
0.856,0.859,0.9065,36.2,1,0.036,1.79,0.486,1
0.441,0.807,0.9019,33.4,5,0.411,0.72,0.242,1
0.74,0.587,0.9067,67.4,7,0.346,7.04,0.393,0
0.776,1.136,0.9176,12.1,2,0.004,2.94,0.319,1
0.328,0.598,0.971,21.4,6,0.847,6.08,0.144,0
0.886,1.051,0.9667,64.6,4,0.144,3.92,0.344,0
0.135,1.106,0.9011,19.9,7,0.501,3.34,0.523,1
0.945,0.735,0.8913,13.9,2,0.785,8.93,0.126,0
0.743,1.105,1.0153,18.7,2,0.604,1.42,0.339,0
0.134,0.549,0.8685,65.3,1,0.169,1.89,0.537,0
0.641,0.893,0.9526,21.1,5,0.618,6.68,0.495,0
0.081,0.379,0.9541,21.7,7,0.758,7.83,0.347,0
0.743,0.727,0.9648,28.4,1,0.855,8.32,0.186,0
0.769,0.496,1.0271,70.1,4,0.319,2.31,0.524,1
0.592,0.356,0.9748,26.0,6,0.034,8.82,0.177,0
0.821,0.303,1.0447,12.8,6,0.608,6.1,0.238,0
0.138,0.592,1.0243,82.5,7,0.226,8.23,0.162,0
0.298,0.831,0.8929,80.1,6,0.781,0.69,0.33,0
0.423,0.71,0.8982,24.8,7,0.68,3.57,0.415,0
0.088,0.572,0.919,31.2,7,0.773,5.25,0.514,0
0.453,1.192,0.9283,25.1,7,0.968,5.77,0.331,0
0.289,1.146,0.9606,67.6,4,0.585,0.99,0.585,0
0.403,0.413,0.8965,30.0,3,0.904,5.39,0.398,0
0.433,0.674,0.8945,84.5,3,0.642,6.65,0.402,0
0.841,0.884,0.9263,76.2,7,0.182,3.62,0.188,0
0.293,0.96,0.9844,57.1,2,0.799,5.01,0.195,0
0.854,0.63,0.9876,10.7,6,0.694,2.93,0.388,0
0.433,0.972,1.0452,80.7,5,0.978,8.71,0.46,0
0.345,0.412,0.8905,68.2,1,0.243,5.99,0.202,0
0.502,0.599,0.9286,73.0,4,0.333,5.51,0.342,0
0.426,0.945,1.0429,15.7,2,0.821,9.44,0.278,0
0.282,0.863,0.988,66.7,6,0.063,6.65,0.319,0
0.502,1.053,0.9685,74.4,4,0.633,2.8,0.211,0
0.187,0.342,0.9579,86.5,3,0.535,6.42,0.17,0
0.367,0.457,0.8651,56.4,1,0.169,9.62,0.26,0
0.559,0.344,1.0287,50.6,1,0.165,0.24,0.534,1
0.422,0.473,0.9751,44.0,6,0.81,6.27,0.503,0
0.792,0.304,0.9643,66.1,7,0.015,1.57,0.151,0
0.281,0.754,0.9579,83.7,3,0.747,8.16,0.144,0
0.923,0.775,0.9284,58.0,6,0.733,6.41,0.346,1
0.756,0.892,0.9009,28.2,4,0.65,9.37,0.239,0
0.921,0.646,1.0011,11.4,3,0.41,6.7,0.512,0
0.804,0.303,0.9519,59.5,4,0.028,0.17,0.343,1
0.178,0.907,0.8568,79.2,5,0.802,5.1,0.526,0
0.524,0.349,0.9298,15.3,7,0.126,9.04,0.154,0
0.203,1.08,1.0357,41.8,4,0.281,2.32,0.585,0
0.786,0.32,0.9248,85.2,3,0.947,0.83,0.484,1
0.576,0.777,0.9326,50.1,6,0.302,7.2,0.466,0
0.287,1.105,0.9748,27.7,4,0.255,5.03,0.57,0
0.887,0.815,1.0103,38.3,3,0.973,0.48,0.335,1
0.154,0.848,0.9837,42.7,4,0.086,2.8,0.174,0
0.557,0.913,1.02,19.4,4,0.161,3.27,0.348,0
0.699,0.41,0.8728,62.9,1,0.438,6.68,0.508,0
0.103,0.907,1.0349,57.4,1,0.788,4.72,0.53,0
0.588,1.092,1.0308,61.8,5,0.884,4.87,0.344,0
0.784,1.177,0.9538,58.9,2,0.756,8.07,0.466,0
0.111,0.699,0.9749,11.3,4,0.976,2.78,0.223,0
0.511,0.61,0.8926,24.0,6,0.017,6.73,0.215,0
0.283,0.978,0.9396,23.2,2,0.62,3.68,0.393,0
0.647,0.789,0.8905,17.8,3,0.116,4.18,0.311,1
0.157,0.532,0.8544,68.8,7,0.91,5.56,0.181,0
0.893,0.455,1.0462,19.6,1,0.935,6.96,0.481,0
0.855,0.453,0.9018,63.5,6,0.303,9.45,0.366,0
0.217,0.713,0.9686,24.3,2,0.828,2.69,0.36,0
0.341,0.453,0.9101,19.5,7,0.63,1.04,0.195,1
0.579,0.318,0.9241,23.0,3,0.1,4.29,0.221,1
0.696,0.347,0.9296,50.7,1,0.603,5.47,0.446,0
0.448,1.137,0.917,61.6,6,0.976,2.28,0.526,0
0.191,0.366,0.9775,75.0,2,0.308,8.9,0.189,0
0.144,0.366,1.0422,20.3,3,0.001,7.99,0.506,0
0.95,0.706,0.9357,59.3,4,0.977,4.94,0.494,0
0.46,0.521,1.0447,71.9,6,0.414,4.5,0.507,0
0.835,1.166,0.9836,35.0,3,0.431,0.41,0.391,1
0.484,1.12,0.9714,16.4,7,0.713,5.37,0.276,1
0.88,0.664,0.8974,22.5,4,0.604,5.96,0.486,0
0.129,0.704,0.8626,17.3,3,0.302,8.92,0.34,0
0.153,0.638,1.0204,81.0,3,0.1,5.01,0.211,0
0.887,0.334,0.9648,40.1,6,0.827,1.57,0.301,1
0.903,0.564,0.9329,51.9,5,0.483,1.8,0.329,0
0.333,0.41,1.0124,71.5,1,0.672,1.6,0.353,0
0.37,0.392,0.9121,39.7,6,0.861,9.39,0.549,0
0.457,0.805,1.0067,61.9,3,0.018,7.93,0.306,0
0.425,0.389,0.9156,16.1,3,0.859,8.25,0.242,0
0.221,0.393,1.0342,48.5,1,0.752,8.4,0.581,0
0.859,0.732,0.9036,17.7,7,0.947,0.96,0.221,1
0.278,0.698,0.8775,29.9,1,0.234,7.02,0.106,0
0.685,0.424,0.9896,33.5,7,0.322,7.04,0.525,0
0.11,0.304,0.8826,67.4,1,0.661,2.25,0.577,0
0.085,0.474,1.0399,63.9,4,0.926,4.91,0.441,1
0.638,0.512,0.9811,69.8,1,0.993,6.62,0.304,0
0.355,1.02,0.8962,14.9,4,0.417,8.97,0.372,0
0.64,1.124,0.8918,89.5,6,0.539,1.1,0.516,0
0.135,0.665,1.0348,14.4,5,0.171,8.92,0.543,0
0.905,0.665,0.9716,76.1,4,0.694,9.22,0.151,0
0.724,0.941,1.0287,69.2,1,0.837,9.24,0.534,0
0.839,0.864,0.872,57.3,7,0.799,0.05,0.409,1
0.173,0.466,1.0351,45.1,3,0.346,2.21,0.116,0
0.338,0.397,0.954,70.6,4,0.963,6.91,0.154,0
0.382,0.694,0.9837,69.2,7,0.12,3.22,0.123,0
0.533,0.808,0.9246,21.0,5,0.494,0.61,0.574,1
0.317,0.425,0.8618,73.4,6,0.555,7.63,0.313,0
0.105,0.564,1.0416,16.3,2,0.537,0.29,0.458,1
0.382,0.575,1.0489,50.0,4,0.758,4.46,0.101,0
0.279,0.535,0.9229,61.6,4,0.61,9.48,0.497,0
0.397,0.715,1.0388,75.7,2,0.077,4.4,0.341,0
0.227,0.888,0.8835,47.0,3,0.18,9.12,0.562,0
0.286,0.758,0.8809,28.9,6,0.532,4.09,0.36,0
0.614,0.481,0.8646,49.3,7,0.695,3.47,0.494,0
0.399,0.393,0.9283,30.0,6,0.514,1.07,0.415,0
0.361,1.04,0.8605,52.3,7,0.356,3.58,0.36,1
0.531,0.731,0.9289,47.0,7,0.051,3.37,0.574,1
0.745,0.356,0.8777,72.4,2,0.786,8.47,0.348,0
0.391,0.532,0.9961,29.2,6,0.497,9.2,0.546,0
0.579,1.024,1.0167,26.0,5,0.539,0.22,0.118,1
0.92,0.977,0.9876,47.9,7,0.469,0.98,0.429,1
0.52,1.088,0.8901,14.0,5,0.265,6.43,0.556,0
0.869,0.842,1.0034,28.3,1,0.276,4.85,0.55,0
0.764,0.681,0.8999,38.3,4,0.064,2.97,0.343,1
0.103,0.684,1.0019,49.0,6,0.708,2.6,0.336,0
0.436,0.475,0.9635,31.6,1,0.272,2.25,0.505,0
0.678,0.886,0.9233,54.9,4,0.299,5.25,0.268,1
0.938,0.827,0.8667,80.3,5,0.994,0.17,0.569,0
0.463,0.439,1.0155,53.5,4,0.386,7.39,0.225,0
0.134,1.097,1.0379,32.9,6,0.511,3.0,0.137,0
0.556,0.632,0.9832,15.0,1,0.386,4.27,0.486,0
0.164,0.345,1.0429,20.9,3,0.29,5.27,0.302,0
0.726,0.595,1.0368,54.9,7,0.006,2.11,0.278,1
0.507,1.083,0.8889,64.7,4,0.855,8.84,0.26,0
0.701,1.125,0.9962,14.0,2,0.473,6.82,0.59,1
0.832,0.741,0.9199,24.8,1,0.72,8.7,0.386,0
0.616,1.161,0.9475,35.5,5,0.959,4.75,0.596,0
0.601,1.088,0.8814,35.6,7,0.003,4.32,0.272,1
0.729,1.043,1.045,86.7,1,0.675,2.37,0.307,1
0.808,1.074,0.9952,26.3,1,0.119,5.45,0.206,1
0.832,0.644,0.9034,15.0,3,0.458,5.93,0.315,1
0.083,0.981,0.9243,38.2,2,0.847,4.2,0.131,0
0.551,0.82,0.9345,20.8,1,0.071,1.45,0.1,1
0.245,0.948,0.9995,20.1,3,0.99,2.73,0.327,0
0.824,0.46,1.0351,42.6,5,0.581,0.14,0.473,0
0.634,0.958,0.9143,34.5,6,0.395,3.19,0.319,0
0.428,1.162,0.9445,17.3,3,0.02,5.81,0.359,0
0.219,0.572,0.9686,58.3,5,0.587,9.56,0.323,0
0.355,1.188,0.9287,50.1,6,0.495,1.78,0.363,1
0.683,0.641,0.9508,16.2,1,0.215,0.55,0.488,1
0.234,0.48,0.8711,79.0,6,0.49,2.96,0.502,0
0.134,0.401,0.8835,32.8,2,0.013,1.57,0.519,1
0.849,1.006,0.9302,86.9,5,0.999,6.96,0.206,0
0.738,0.799,1.033,84.5,6,0.332,0.06,0.329,0
0.23,0.576,0.9199,44.7,6,0.48,9.81,0.516,0
0.313,0.848,0.9,28.3,3,0.785,8.56,0.571,0
0.925,0.599,0.9986,76.8,5,0.713,4.91,0.371,0
0.687,0.704,1.0398,38.9,1,0.889,9.21,0.346,0
0.599,1.076,0.9418,23.1,4,0.941,6.28,0.482,0
0.327,0.901,0.8517,54.1,7,0.189,9.94,0.596,0
0.319,0.986,0.9876,49.2,2,0.39,2.78,0.313,0
0.086,0.825,0.933,78.0,2,0.687,9.97,0.183,0
0.706,1.192,0.9847,68.3,5,0.045,1.8,0.517,1
0.089,0.517,0.9055,80.1,4,0.717,3.53,0.455,0
0.054,0.536,0.8505,68.8,4,0.005,9.35,0.173,0
0.707,0.383,0.9189,61.4,2,0.914,3.71,0.262,0
0.904,0.799,0.991,50.0,2,0.718,2.1,0.377,0
0.731,0.852,0.9286,89.0,6,0.565,0.59,0.466,1
0.474,0.953,0.8938,86.7,3,0.429,1.49,0.49,0
0.487,0.602,0.9428,77.9,6,0.988,3.55,0.178,0
0.443,0.311,1.0005,72.0,4,0.737,4.21,0.208,0
0.342,0.869,0.8739,56.2,3,0.807,5.42,0.472,0
0.52,1.199,0.9884,30.8,2,0.825,8.14,0.158,0
0.438,0.565,0.9835,80.0,5,0.022,0.13,0.349,1
0.588,0.466,0.9241,10.9,2,0.055,8.41,0.373,0
0.858,0.554,1.0441,28.2,7,0.198,5.77,0.27,1
0.946,0.683,1.0289,42.3,3,0.655,7.56,0.498,1
0.121,0.526,0.9132,56.9,6,0.624,7.57,0.128,0
0.396,0.612,0.8562,54.9,4,0.325,9.03,0.489,0
0.213,0.874,0.9117,24.1,3,0.973,0.93,0.423,0
0.367,0.611,0.8909,18.4,4,0.093,5.72,0.354,0
0.309,0.656,0.9595,27.8,4,0.777,9.09,0.536,0
0.207,0.336,1.0337,37.9,4,0.481,7.19,0.201,0
0.738,1.126,1.0241,11.1,7,0.419,0.97,0.5,1
0.497,0.666,0.9112,65.4,5,0.026,6.14,0.194,0
0.877,0.595,0.9357,29.8,1,0.728,8.0,0.595,0
0.079,0.378,0.8573,38.1,1,0.772,2.75,0.116,0
0.11,0.871,0.9588,36.8,1,0.319,6.32,0.377,0
0.413,1.077,0.8627,50.9,5,0.517,8.4,0.184,0
0.122,0.337,1.0377,78.8,2,0.606,5.24,0.304,0
0.286,0.431,1.0234,22.0,3,0.368,1.94,0.174,0
0.937,0.432,0.8928,37.3,6,0.616,5.5,0.197,0
0.238,0.842,0.9899,65.4,1,0.434,5.88,0.13,0
0.228,1.129,0.9636,13.5,2,0.878,4.03,0.104,1
0.566,0.694,1.0103,76.4,1,0.719,6.8,0.46,0
0.498,0.609,0.9451,86.9,2,0.11,4.33,0.327,0
0.572,0.989,0.8884,58.6,1,0.8,8.77,0.123,0
0.389,0.968,0.978,86.5,5,0.338,7.92,0.569,0
0.794,0.522,0.8661,43.0,6,0.936,8.05,0.433,0
0.175,0.445,0.9669,43.2,2,0.603,5.26,0.232,0
0.436,0.622,0.8925,18.5,4,0.028,1.96,0.319,0
0.671,0.998,0.987,12.8,3,0.734,7.24,0.345,0
0.831,0.926,1.0156,29.6,1,0.131,0.69,0.385,1
0.383,0.899,0.8719,48.3,4,0.877,5.18,0.529,0
0.561,1.046,0.9301,50.6,5,0.948,0.53,0.395,1
0.112,0.549,0.9967,27.4,2,0.695,5.28,0.589,0
0.203,0.606,0.8827,59.0,6,0.533,6.86,0.463,0
0.112,0.338,0.9633,24.5,7,0.602,4.19,0.594,0
0.705,1.082,0.9844,36.1,1,0.429,4.17,0.375,0
0.309,0.824,0.921,25.7,2,0.084,1.23,0.439,0
0.701,0.568,1.0164,65.7,3,0.929,3.02,0.469,0
0.11,0.362,0.9521,51.3,6,0.329,4.44,0.477,0
0.826,0.951,0.9754,68.9,1,0.313,8.64,0.112,0
0.802,0.974,0.8782,14.6,4,0.191,8.98,0.164,0
0.13,0.9,0.8546,44.0,4,0.992,9.54,0.214,0
0.071,0.483,0.8601,87.4,1,0.943,1.0,0.236,0
0.101,1.122,1.0308,14.3,1,0.349,2.96,0.553,0
0.818,0.978,1.0265,43.5,1,0.26,4.63,0.461,1
0.261,0.892,1.0115,13.2,1,0.805,6.42,0.172,0
0.543,0.886,0.8899,21.7,4,0.423,7.03,0.313,0
0.434,1.114,0.9551,47.0,7,0.968,7.86,0.222,0
0.766,1.135,1.0092,22.6,3,0.901,4.96,0.515,0
0.49,0.836,0.9849,51.5,2,0.759,5.57,0.559,0
0.501,0.675,0.8731,83.8,2,0.09,9.61,0.182,0
0.94,0.627,1.0291,26.0,7,0.702,2.4,0.308,1
0.185,1.037,0.8821,18.6,7,0.987,8.04,0.576,0
0.798,0.88,0.8844,76.0,5,0.373,7.12,0.429,0
0.097,0.37,1.0302,46.8,4,0.882,1.4,0.534,0
0.48,0.428,0.9469,80.6,2,0.408,9.26,0.279,0
0.848,1.11,0.9246,34.5,7,0.971,8.55,0.205,0
0.649,1.096,0.9607,60.2,1,0.654,7.8,0.446,0
0.667,1.157,1.0463,83.9,2,0.097,1.27,0.169,1
0.287,0.685,0.8739,23.7,5,0.479,1.4,0.52,1
0.427,1.006,1.0014,74.1,2,0.05,6.83,0.477,0
0.38,1.045,0.9169,60.5,1,0.395,1.07,0.252,0
0.519,0.584,0.8734,75.0,5,0.915,1.13,0.349,0
0.466,0.431,0.9344,23.7,1,0.232,4.0,0.5,0
0.344,1.197,0.9598,44.7,2,0.951,0.05,0.567,0
0.325,0.327,0.8912,20.3,5,0.1,7.21,0.276,0
0.276,0.838,0.9311,86.8,2,0.665,5.4,0.495,0
0.379,0.885,0.9771,15.0,6,0.966,0.78,0.197,1
0.185,0.914,0.9653,15.2,1,0.654,5.44,0.552,0
0.835,0.53,0.9946,81.9,5,0.899,0.54,0.443,1
0.592,0.949,1.0173,34.1,1,0.991,0.71,0.176,0
0.17,0.495,0.9318,57.8,6,0.642,4.85,0.47,0
0.674,1.046,0.9346,33.0,6,0.782,5.0,0.462,0
0.813,0.497,0.9493,61.9,6,0.032,3.39,0.471,0
0.264,0.927,0.9633,25.4,2,0.427,6.22,0.272,0
0.186,1.005,0.8717,46.7,2,0.288,3.87,0.47,1
0.058,0.47,0.9125,52.7,7,0.824,5.87,0.513,0
0.093,0.514,0.8844,36.7,6,0.678,3.5,0.274,0
0.736,1.001,0.9272,30.1,2,0.614,7.15,0.204,0
0.938,0.377,1.0447,21.2,1,0.932,5.79,0.544,0
0.09,0.472,0.9665,66.5,3,0.089,1.6,0.41,0
0.723,0.71,0.9359,23.5,5,0.954,6.86,0.33,0
0.115,1.137,0.9632,33.4,3,0.101,7.84,0.54,0
0.583,0.806,0.9838,37.0,6,0.347,0.66,0.168,1
0.73,0.649,0.937,46.3,4,0.63,6.1,0.505,0
0.373,1.181,0.9395,66.2,7,0.341,7.9,0.345,0
0.06,0.717,0.9903,44.2,7,0.683,1.15,0.121,0
0.586,0.69,0.8622,79.7,4,0.775,9.02,0.586,0
0.942,0.67,0.958,64.4,6,0.829,4.15,0.489,1
0.282,0.581,0.9595,77.1,4,0.179,7.38,0.207,0
0.221,0.593,1.0014,67.3,1,0.182,8.99,0.562,0
0.162,0.919,1.0465,21.9,3,0.052,9.9,0.568,0
0.55,0.337,1.0092,88.2,3,0.491,5.84,0.5,0
0.587,0.914,0.9508,72.9,7,0.138,7.04,0.164,0
0.763,0.481,0.8839,55.8,6,0.319,2.52,0.193,1
0.728,0.646,0.9677,23.2,2,0.84,2.9,0.477,0
0.853,0.432,1.0169,23.8,1,0.949,8.51,0.557,0
0.775,0.797,1.0365,59.1,4,0.822,3.98,0.208,0
0.273,0.956,1.0151,43.3,4,0.001,8.22,0.33,0
0.55,0.619,0.8878,64.1,6,0.568,0.51,0.177,0
0.318,0.447,0.9925,39.8,2,0.167,2.18,0.339,0
0.347,0.504,1.026,51.0,6,0.376,1.7,0.421,0
0.889,1.036,0.9862,25.0,3,0.428,5.27,0.109,0
0.664,0.541,0.9872,22.4,3,0.943,0.81,0.421,0
0.927,0.997,0.95,16.1,3,0.634,3.44,0.42,1
0.425,0.598,0.9774,75.6,7,0.268,9.86,0.328,0
0.534,0.47,0.9089,54.4,3,0.643,7.94,0.548,0
0.488,0.955,0.8678,85.8,4,0.952,7.61,0.167,0
0.147,0.722,1.0155,70.0,7,0.059,1.35,0.126,1
0.263,0.328,1.0386,71.5,1,0.816,3.65,0.348,0
0.525,1.164,1.0214,50.7,4,0.217,6.81,0.367,1
0.111,0.433,0.9168,75.2,5,0.153,0.22,0.233,0
0.888,0.618,0.8687,85.4,7,0.899,4.34,0.581,0
0.161,0.646,0.906,67.7,1,0.002,9.29,0.227,0
0.228,0.74,1.0186,18.4,6,0.741,0.82,0.235,1
0.739,1.007,0.9812,62.1,6,0.087,9.06,0.505,1
0.137,0.305,1.0433,19.6,3,0.618,1.95,0.561,0
0.86,1.139,0.9185,16.2,6,0.621,1.89,0.368,1
0.703,0.881,0.9603,65.4,4,0.863,1.95,0.11,0
0.112,1.156,1.008,76.8,5,0.823,9.31,0.278,0
0.673,1.036,0.8968,22.7,3,0.685,6.04,0.212,1
0.618,1.135,1.0428,15.9,2,0.381,7.51,0.356,0
0.732,0.841,0.9685,80.9,6,0.166,3.66,0.441,0
0.795,0.622,0.8516,20.6,2,0.636,8.73,0.296,1
0.697,0.699,0.855,12.8,2,0.497,5.82,0.369,0
0.578,0.892,1.0264,67.7,7,0.078,6.0,0.48,0
0.34,0.684,0.9791,77.8,7,0.956,7.52,0.223,0
0.678,0.959,1.0026,51.2,5,0.314,7.74,0.198,0
0.911,0.383,1.0068,53.2,5,0.002,6.82,0.503,0
0.579,1.047,0.9341,36.9,3,0.902,1.19,0.119,0
0.648,0.484,1.0097,29.1,5,0.577,8.67,0.175,0
0.443,1.15,1.0375,70.4,5,0.733,2.61,0.106,0
0.731,0.44,0.8844,77.9,4,0.153,9.96,0.378,0
0.948,0.416,1.0028,35.7,5,0.405,3.86,0.4,0
0.194,1.031,0.9116,31.9,4,0.645,1.2,0.366,0
0.232,1.037,0.9143,31.4,7,0.251,3.16,0.307,0
0.535,0.965,0.9326,14.0,5,0.701,5.74,0.365,0
0.483,1.164,1.0227,32.5,3,0.234,3.91,0.197,0
0.564,0.543,0.8544,12.1,5,0.209,8.29,0.513,0
0.094,1.044,0.9368,73.1,2,0.012,6.82,0.59,0
0.414,0.617,0.986,30.5,2,0.282,2.13,0.37,1
0.575,0.784,0.8721,65.2,6,0.247,5.39,0.287,0
0.577,0.701,1.0085,53.5,5,0.764,7.88,0.496,1
0.642,0.305,1.0384,77.0,1,0.57,8.91,0.197,0
0.698,0.817,0.8682,86.8,3,0.178,3.95,0.26,0
0.627,0.973,0.8806,39.4,7,0.568,9.24,0.57,0
0.761,0.457,1.0448,17.1,5,0.225,0.36,0.193,1
0.612,1.138,0.8896,70.0,7,0.426,6.77,0.156,0
0.534,0.777,0.8658,11.7,4,0.888,7.82,0.373,0
0.596,0.46,1.0404,27.8,1,0.719,4.25,0.394,0
0.141,0.881,1.0285,14.3,2,0.651,0.11,0.399,0
0.296,0.473,0.9811,81.9,1,0.281,6.87,0.182,0
0.525,0.357,0.9603,10.4,6,0.125,3.43,0.461,1
0.836,0.917,1.0338,49.4,6,0.753,1.52,0.221,1
0.661,0.4,0.9811,43.9,4,0.568,1.57,0.574,0
0.131,0.396,0.9817,62.2,6,0.623,7.69,0.214,0
0.583,0.966,1.0187,33.2,4,0.975,1.87,0.109,0
0.25,0.35,0.9806,79.9,6,0.348,4.84,0.384,0
0.711,1.029,0.9507,68.7,5,0.801,9.7,0.201,0
0.795,1.017,0.9279,44.6,4,0.559,7.59,0.414,0
0.584,0.427,0.9506,38.6,5,0.235,5.47,0.215,0
0.582,0.767,0.9545,75.3,3,0.053,5.28,0.314,0
0.355,0.387,0.9222,70.6,6,0.616,1.67,0.19,0
0.452,0.869,0.9396,41.9,7,0.298,4.46,0.314,1
0.828,0.357,1.0104,37.3,2,0.695,1.45,0.168,0
0.701,1.15,0.9333,13.1,5,0.701,0.84,0.269,1
0.518,0.487,0.8551,16.5,1,0.455,1.09,0.199,0
0.381,0.915,0.9066,14.3,3,0.536,6.07,0.508,1
0.095,0.415,0.8963,12.0,5,0.627,1.94,0.465,1
0.179,0.489,1.0087,22.2,2,0.469,1.49,0.183,0
0.224,0.706,0.9399,78.6,2,0.877,8.67,0.141,0
0.386,0.816,0.9061,73.9,3,0.076,1.22,0.113,0
0.9,1.199,1.0121,77.6,1,0.98,7.06,0.213,0
0.505,0.323,0.8538,59.9,5,0.033,4.17,0.34,0
0.261,0.3,0.8849,59.9,1,0.208,5.79,0.3,0
0.145,0.615,1.0154,19.9,3,0.708,0.23,0.586,0
0.354,0.63,0.9601,65.9,3,0.085,0.0,0.496,0
0.784,1.095,1.0047,32.4,7,0.262,8.17,0.139,1
0.395,1.121,1.0176,51.5,7,0.154,4.75,0.179,1
0.745,1.092,1.0384,86.4,1,0.724,0.71,0.113,0
0.772,0.429,0.8627,79.6,2,0.579,3.43,0.169,0
0.15,0.671,1.0098,28.7,6,0.064,5.06,0.365,1
0.598,0.971,0.9918,68.9,3,0.46,1.35,0.138,0
0.913,0.581,0.8914,18.3,5,0.209,5.46,0.13,0
0.412,0.897,1.0363,12.1,7,0.968,5.29,0.159,1
0.096,0.513,0.9308,12.3,2,0.108,6.03,0.435,0
0.881,0.591,1.0275,23.6,7,0.598,8.1,0.11,0
0.845,1.074,0.971,65.6,1,0.482,4.13,0.585,1
0.52,0.525,0.9553,39.1,2,0.578,8.89,0.29,0
0.547,1.168,0.8819,11.3,4,0.956,4.75,0.268,0
0.241,0.576,1.0329,89.0,7,0.341,4.57,0.337,0
0.788,0.321,0.9613,52.7,4,0.749,6.56,0.359,0
0.499,0.529,0.8512,41.5,1,0.447,6.18,0.31,0
0.08,0.454,0.8537,51.5,2,0.661,0.11,0.343,0
0.665,0.756,1.0055,51.6,6,0.366,9.82,0.27,0
0.905,0.401,0.8824,47.6,4,0.227,9.43,0.261,0
0.796,0.863,0.9697,59.0,1,0.084,2.81,0.114,0
0.299,1.087,0.9862,80.9,4,0.102,5.59,0.436,0
0.098,0.626,0.9059,34.1,3,0.959,7.7,0.409,0
0.896,0.452,0.9639,49.0,1,0.788,9.2,0.434,0
0.893,0.66,0.8981,10.3,2,0.245,5.86,0.571,0
0.529,1.007,1.0393,78.8,7,0.529,0.19,0.337,1
0.628,0.832,1.022,34.5,5,0.714,6.81,0.541,1
0.466,0.391,0.9076,31.7,1,0.353,0.93,0.322,0
0.428,0.783,0.9558,89.8,1,0.44,6.71,0.339,0
0.158,0.721,0.9501,56.8,3,0.718,5.87,0.416,0
0.137,0.594,1.042,19.8,4,0.227,6.41,0.208,0
0.259,0.399,0.9288,31.2,4,0.526,1.89,0.209,0
0.803,1.183,0.9624,38.3,5,0.21,4.94,0.355,1
0.181,0.458,1.0357,88.9,2,0.003,6.18,0.134,0
0.254,0.473,0.8826,44.4,1,0.69,3.0,0.218,0
0.544,0.431,0.9601,28.4,5,0.707,1.82,0.497,0
0.244,0.813,0.8711,55.6,7,0.996,2.23,0.332,0
0.197,0.699,0.9735,42.4,2,0.181,8.58,0.113,0
0.557,0.525,0.9231,14.4,3,0.74,4.65,0.13,0
0.381,0.686,1.0435,78.9,5,0.948,6.61,0.56,0
0.614,0.906,0.9331,11.3,2,0.645,5.15,0.578,1
0.871,0.554,0.8772,81.9,7,0.963,8.34,0.421,0
0.186,1.124,1.0168,73.3,2,0.994,5.08,0.192,0
0.872,0.576,1.0142,16.1,4,0.802,0.93,0.284,0
0.862,0.478,0.989,67.9,3,0.999,1.98,0.253,0
0.796,1.159,0.9998,71.7,5,0.626,0.13,0.493,1
0.618,1.03,0.9029,58.2,2,0.497,8.32,0.369,0
0.608,0.609,0.9784,56.2,1,0.918,6.63,0.49,0
0.625,1.057,0.8576,14.0,4,0.831,7.59,0.28,0
